"Dataset_ID","slice","Lat","Lon","Jul","MAT"
12,6000,55.934475,13.42774,"other","other"
12,2000,55.934475,13.42774,"other","other"
12,2500,55.934475,13.42774,"other","other"
12,3000,55.934475,13.42774,"other","other"
16,500,53.693998,8.729075,"other","other"
16,3500,53.693998,8.729075,"other","other"
16,4000,53.693998,8.729075,"other","other"
16,4500,53.693998,8.729075,"other","other"
16,2500,53.693998,8.729075,"boreal","other"
16,1000,53.693998,8.729075,"other","other"
16,1500,53.693998,8.729075,"other","other"
16,2000,53.693998,8.729075,"other","other"
16,3000,53.693998,8.729075,"other","other"
20,0,69.12326,27.67406,"boreal","other"
20,5000,69.12326,27.67406,"boreal","other"
20,5500,69.12326,27.67406,"boreal","other"
20,6000,69.12326,27.67406,"boreal","other"
20,6500,69.12326,27.67406,"boreal","other"
20,500,69.12326,27.67406,"boreal","other"
20,1000,69.12326,27.67406,"boreal","other"
20,1500,69.12326,27.67406,"boreal","other"
20,2000,69.12326,27.67406,"boreal","other"
20,2500,69.12326,27.67406,"boreal","other"
20,3000,69.12326,27.67406,"boreal","other"
20,3500,69.12326,27.67406,"boreal","other"
20,4000,69.12326,27.67406,"boreal","other"
20,4500,69.12326,27.67406,"boreal","other"
20,8500,69.12326,27.67406,"boreal","other"
20,7000,69.12326,27.67406,"boreal","other"
20,7500,69.12326,27.67406,"boreal","other"
20,8000,69.12326,27.67406,"boreal","other"
20,9000,69.12326,27.67406,"boreal","other"
20,9500,69.12326,27.67406,"boreal","boreal"
20,10000,69.12326,27.67406,"boreal","boreal"
31,1000,60.136667,152.312778,"boreal","boreal"
31,3000,60.136667,152.312778,"boreal","boreal"
31,1500,60.136667,152.312778,"boreal","boreal"
31,2000,60.136667,152.312778,"boreal","boreal"
31,2500,60.136667,152.312778,"boreal","boreal"
31,7000,60.136667,152.312778,"boreal","boreal"
31,7500,60.136667,152.312778,"boreal","boreal"
31,8000,60.136667,152.312778,"boreal","boreal"
31,8500,60.136667,152.312778,"boreal","boreal"
31,9000,60.136667,152.312778,"boreal","boreal"
31,9500,60.136667,152.312778,"boreal","boreal"
31,3500,60.136667,152.312778,"boreal","boreal"
31,4000,60.136667,152.312778,"boreal","boreal"
31,4500,60.136667,152.312778,"boreal","boreal"
31,5000,60.136667,152.312778,"boreal","boreal"
31,5500,60.136667,152.312778,"boreal","boreal"
31,6000,60.136667,152.312778,"boreal","boreal"
31,6500,60.136667,152.312778,"tundra","boreal"
31,0,60.136667,152.312778,"tundra","boreal"
31,500,60.136667,152.312778,"boreal","boreal"
31,10000,60.136667,152.312778,"tundra","boreal"
200,500,43.268056,41.308333,"other","other"
200,1000,43.268056,41.308333,"other","other"
200,1500,43.268056,41.308333,"other","other"
200,2000,43.268056,41.308333,"other","other"
203,2500,36.03015,-85.50132,"other","other"
203,3500,36.03015,-85.50132,"other","other"
203,4000,36.03015,-85.50132,"other","other"
203,2000,36.03015,-85.50132,"other","other"
203,0,36.03015,-85.50132,"other","other"
203,500,36.03015,-85.50132,"other","other"
203,1000,36.03015,-85.50132,"other","other"
203,1500,36.03015,-85.50132,"other","other"
203,7000,36.03015,-85.50132,"other","other"
203,8000,36.03015,-85.50132,"other","other"
203,5000,36.03015,-85.50132,"other","other"
203,6000,36.03015,-85.50132,"other","other"
203,9000,36.03015,-85.50132,"other","other"
205,500,46.701685,-85.039045,"other","other"
205,0,46.701685,-85.039045,"other","other"
206,1500,64.65,-128.083333,"boreal","boreal"
206,1000,64.65,-128.083333,"boreal","boreal"
206,3500,64.65,-128.083333,"boreal","boreal"
206,2000,64.65,-128.083333,"boreal","boreal"
206,2500,64.65,-128.083333,"boreal","boreal"
206,3000,64.65,-128.083333,"boreal","boreal"
206,7500,64.65,-128.083333,"boreal","boreal"
206,8000,64.65,-128.083333,"boreal","boreal"
206,8500,64.65,-128.083333,"boreal","boreal"
206,9000,64.65,-128.083333,"boreal","boreal"
206,9500,64.65,-128.083333,"boreal","tundra"
206,10000,64.65,-128.083333,"boreal","boreal"
206,4000,64.65,-128.083333,"boreal","boreal"
206,4500,64.65,-128.083333,"boreal","boreal"
206,5000,64.65,-128.083333,"boreal","boreal"
206,5500,64.65,-128.083333,"boreal","boreal"
206,6000,64.65,-128.083333,"boreal","boreal"
206,6500,64.65,-128.083333,"boreal","boreal"
206,7000,64.65,-128.083333,"boreal","boreal"
206,0,64.65,-128.083333,"boreal","boreal"
206,500,64.65,-128.083333,"boreal","boreal"
208,4500,67.133333,-153.9,"boreal","boreal"
208,5000,67.133333,-153.9,"boreal","boreal"
208,5500,67.133333,-153.9,"boreal","boreal"
208,6000,67.133333,-153.9,"boreal","boreal"
208,0,67.133333,-153.9,"boreal","boreal"
208,500,67.133333,-153.9,"boreal","boreal"
208,1000,67.133333,-153.9,"boreal","boreal"
208,1500,67.133333,-153.9,"boreal","boreal"
208,2000,67.133333,-153.9,"boreal","boreal"
208,2500,67.133333,-153.9,"boreal","boreal"
208,3000,67.133333,-153.9,"boreal","boreal"
208,3500,67.133333,-153.9,"boreal","boreal"
208,4000,67.133333,-153.9,"boreal","boreal"
208,8000,67.133333,-153.9,"boreal","boreal"
208,6500,67.133333,-153.9,"boreal","boreal"
208,7000,67.133333,-153.9,"boreal","boreal"
208,7500,67.133333,-153.9,"boreal","boreal"
208,10000,67.133333,-153.9,"boreal","tundra"
208,8500,67.133333,-153.9,"boreal","boreal"
208,9000,67.133333,-153.9,"boreal","boreal"
208,9500,67.133333,-153.9,"boreal","boreal"
209,1000,47.481667,-70.684722,"other","other"
209,1500,47.481667,-70.684722,"boreal","other"
209,2000,47.481667,-70.684722,"other","other"
209,3000,47.481667,-70.684722,"other","other"
209,4000,47.481667,-70.684722,"other","other"
209,500,47.481667,-70.684722,"other","other"
209,5500,47.481667,-70.684722,"other","other"
209,6500,47.481667,-70.684722,"other","other"
209,7000,47.481667,-70.684722,"other","other"
209,8000,47.481667,-70.684722,"other","other"
209,9000,47.481667,-70.684722,"other","other"
209,9500,47.481667,-70.684722,"other","other"
210,3000,43.5,-105.45,"other","other"
210,3500,43.5,-105.45,"other","other"
210,2000,43.5,-105.45,"other","other"
210,2500,43.5,-105.45,"other","other"
210,0,43.5,-105.45,"other","other"
210,1000,43.5,-105.45,"other","other"
210,1500,43.5,-105.45,"other","other"
210,10000,43.5,-105.45,"other","other"
210,4500,43.5,-105.45,"other","other"
210,5000,43.5,-105.45,"other","other"
210,5500,43.5,-105.45,"other","other"
210,4000,43.5,-105.45,"other","other"
210,7500,43.5,-105.45,"other","other"
210,8000,43.5,-105.45,"other","other"
210,8500,43.5,-105.45,"other","other"
210,6000,43.5,-105.45,"other","other"
210,9500,43.5,-105.45,"other","other"
215,1000,52.95,-6.433333,"boreal","other"
215,1500,52.95,-6.433333,"other","other"
215,2000,52.95,-6.433333,"boreal","other"
215,7000,52.95,-6.433333,"other","other"
215,8500,52.95,-6.433333,"other","other"
215,10000,52.95,-6.433333,"boreal","other"
215,3500,52.95,-6.433333,"other","other"
215,4000,52.95,-6.433333,"other","other"
215,2500,52.95,-6.433333,"boreal","other"
215,3000,52.95,-6.433333,"boreal","other"
215,5500,52.95,-6.433333,"other","other"
215,6000,52.95,-6.433333,"other","other"
215,4500,52.95,-6.433333,"other","other"
215,5000,52.95,-6.433333,"other","other"
215,6500,52.95,-6.433333,"other","other"
219,0,45.543056,-73.311111,"other","other"
219,500,45.543056,-73.311111,"other","other"
219,5500,45.543056,-73.311111,"other","other"
219,6000,45.543056,-73.311111,"other","other"
219,6500,45.543056,-73.311111,"other","other"
219,7000,45.543056,-73.311111,"other","other"
219,1000,45.543056,-73.311111,"other","other"
219,1500,45.543056,-73.311111,"other","other"
219,2000,45.543056,-73.311111,"other","other"
219,2500,45.543056,-73.311111,"other","other"
219,3000,45.543056,-73.311111,"other","other"
219,3500,45.543056,-73.311111,"other","other"
219,4000,45.543056,-73.311111,"other","other"
219,4500,45.543056,-73.311111,"other","other"
219,5000,45.543056,-73.311111,"other","other"
219,7500,45.543056,-73.311111,"other","other"
219,8000,45.543056,-73.311111,"other","other"
219,8500,45.543056,-73.311111,"other","other"
219,9000,45.543056,-73.311111,"other","other"
219,10000,45.543056,-73.311111,"other","other"
221,2500,45.38,-79.51,"other","other"
221,3000,45.38,-79.51,"other","other"
221,3500,45.38,-79.51,"other","other"
221,2000,45.38,-79.51,"other","other"
221,0,45.38,-79.51,"other","other"
221,500,45.38,-79.51,"other","other"
221,1000,45.38,-79.51,"other","other"
221,1500,45.38,-79.51,"other","other"
221,8500,45.38,-79.51,"other","other"
221,9000,45.38,-79.51,"other","other"
221,9500,45.38,-79.51,"other","other"
221,10000,45.38,-79.51,"other","other"
221,8000,45.38,-79.51,"other","other"
221,5500,45.38,-79.51,"other","other"
221,4000,45.38,-79.51,"other","other"
221,4500,45.38,-79.51,"other","other"
221,5000,45.38,-79.51,"other","other"
221,7500,45.38,-79.51,"other","other"
221,6000,45.38,-79.51,"other","other"
221,6500,45.38,-79.51,"other","other"
221,7000,45.38,-79.51,"other","other"
224,1000,78.491667,-76.78,"tundra","tundra"
224,1500,78.491667,-76.78,"tundra","tundra"
224,2000,78.491667,-76.78,"tundra","tundra"
224,2500,78.491667,-76.78,"tundra","tundra"
224,3000,78.491667,-76.78,"tundra","tundra"
224,8500,78.491667,-76.78,"tundra","tundra"
224,9000,78.491667,-76.78,"tundra","tundra"
224,9500,78.491667,-76.78,"tundra","tundra"
224,10000,78.491667,-76.78,"tundra","tundra"
224,5000,78.491667,-76.78,"tundra","tundra"
224,3500,78.491667,-76.78,"tundra","tundra"
224,4000,78.491667,-76.78,"tundra","tundra"
224,4500,78.491667,-76.78,"tundra","tundra"
224,8000,78.491667,-76.78,"tundra","tundra"
224,6000,78.491667,-76.78,"tundra","tundra"
224,6500,78.491667,-76.78,"tundra","tundra"
224,7000,78.491667,-76.78,"tundra","tundra"
224,0,78.491667,-76.78,"tundra","tundra"
232,0,30.622222,-83.253889,"other","other"
232,5000,30.622222,-83.253889,"other","other"
232,5500,30.622222,-83.253889,"other","other"
232,6000,30.622222,-83.253889,"other","other"
232,6500,30.622222,-83.253889,"other","other"
232,500,30.622222,-83.253889,"other","other"
232,1000,30.622222,-83.253889,"other","other"
232,1500,30.622222,-83.253889,"other","other"
232,2000,30.622222,-83.253889,"other","other"
232,2500,30.622222,-83.253889,"other","other"
232,3000,30.622222,-83.253889,"other","other"
232,3500,30.622222,-83.253889,"other","other"
232,4000,30.622222,-83.253889,"other","other"
232,4500,30.622222,-83.253889,"other","other"
232,8500,30.622222,-83.253889,"other","other"
232,7000,30.622222,-83.253889,"other","other"
232,7500,30.622222,-83.253889,"other","other"
232,8000,30.622222,-83.253889,"other","other"
234,2500,37.595833,-119.008333,"other","other"
234,3000,37.595833,-119.008333,"other","other"
234,3500,37.595833,-119.008333,"other","other"
234,4000,37.595833,-119.008333,"other","other"
234,4500,37.595833,-119.008333,"other","other"
234,7000,37.595833,-119.008333,"other","other"
234,7500,37.595833,-119.008333,"other","other"
234,8000,37.595833,-119.008333,"other","other"
234,9000,37.595833,-119.008333,"other","other"
234,10000,37.595833,-119.008333,"other","other"
234,5000,37.595833,-119.008333,"other","other"
234,5500,37.595833,-119.008333,"other","other"
234,6000,37.595833,-119.008333,"other","other"
234,6500,37.595833,-119.008333,"other","other"
234,0,37.595833,-119.008333,"other","other"
234,500,37.595833,-119.008333,"other","other"
234,1000,37.595833,-119.008333,"other","other"
234,1500,37.595833,-119.008333,"other","other"
234,2000,37.595833,-119.008333,"other","other"
236,1000,47.23,-79.78,"other","other"
236,1500,47.23,-79.78,"other","other"
236,2000,47.23,-79.78,"other","other"
236,500,47.23,-79.78,"other","other"
236,7000,47.23,-79.78,"other","other"
236,7500,47.23,-79.78,"other","other"
236,8000,47.23,-79.78,"other","other"
236,8500,47.23,-79.78,"other","other"
236,2500,47.23,-79.78,"other","other"
236,3000,47.23,-79.78,"other","other"
236,3500,47.23,-79.78,"other","other"
236,4000,47.23,-79.78,"other","other"
236,4500,47.23,-79.78,"other","other"
236,5000,47.23,-79.78,"other","other"
236,5500,47.23,-79.78,"other","other"
236,6000,47.23,-79.78,"other","other"
236,6500,47.23,-79.78,"other","other"
236,9000,47.23,-79.78,"other","other"
236,9500,47.23,-79.78,"other","other"
236,10000,47.23,-79.78,"other","other"
238,3000,46.4,-78.916667,"other","other"
238,5000,46.4,-78.916667,"other","other"
238,3500,46.4,-78.916667,"other","other"
238,4000,46.4,-78.916667,"other","other"
238,4500,46.4,-78.916667,"other","other"
238,7000,46.4,-78.916667,"other","other"
238,7500,46.4,-78.916667,"other","other"
238,8000,46.4,-78.916667,"other","other"
238,8500,46.4,-78.916667,"other","other"
238,9000,46.4,-78.916667,"other","other"
238,9500,46.4,-78.916667,"other","other"
238,10000,46.4,-78.916667,"other","other"
238,6000,46.4,-78.916667,"other","other"
238,6500,46.4,-78.916667,"other","other"
238,0,46.4,-78.916667,"other","other"
238,5500,46.4,-78.916667,"other","other"
238,1000,46.4,-78.916667,"other","other"
238,1500,46.4,-78.916667,"other","other"
238,2000,46.4,-78.916667,"other","other"
238,500,46.4,-78.916667,"other","other"
238,2500,46.4,-78.916667,"other","other"
239,0,45.8,-122.491667,"other","other"
239,500,45.8,-122.491667,"other","other"
239,1000,45.8,-122.491667,"other","other"
239,7500,45.8,-122.491667,"other","other"
239,8000,45.8,-122.491667,"boreal","other"
239,8500,45.8,-122.491667,"other","other"
239,9000,45.8,-122.491667,"boreal","other"
239,2000,45.8,-122.491667,"boreal","other"
239,3000,45.8,-122.491667,"boreal","other"
239,3500,45.8,-122.491667,"other","other"
239,4000,45.8,-122.491667,"boreal","other"
239,4500,45.8,-122.491667,"other","other"
239,5500,45.8,-122.491667,"other","other"
239,6000,45.8,-122.491667,"other","other"
239,6500,45.8,-122.491667,"other","other"
239,7000,45.8,-122.491667,"boreal","other"
239,9500,45.8,-122.491667,"other","other"
239,10000,45.8,-122.491667,"boreal","other"
250,3500,37.473105,-108.160375,"other","other"
250,4000,37.473105,-108.160375,"other","other"
250,5500,37.473105,-108.160375,"other","other"
250,6000,37.473105,-108.160375,"other","other"
250,4500,37.473105,-108.160375,"other","other"
250,5000,37.473105,-108.160375,"other","other"
250,0,37.473105,-108.160375,"other","other"
250,500,37.473105,-108.160375,"other","other"
250,1000,37.473105,-108.160375,"other","other"
250,1500,37.473105,-108.160375,"other","other"
250,2000,37.473105,-108.160375,"other","other"
250,2500,37.473105,-108.160375,"other","other"
250,3000,37.473105,-108.160375,"other","other"
250,6500,37.473105,-108.160375,"other","other"
253,4500,65.016667,-127.483333,"boreal","boreal"
253,5000,65.016667,-127.483333,"boreal","boreal"
253,5500,65.016667,-127.483333,"boreal","boreal"
253,4000,65.016667,-127.483333,"boreal","boreal"
253,0,65.016667,-127.483333,"boreal","boreal"
253,500,65.016667,-127.483333,"boreal","boreal"
253,1000,65.016667,-127.483333,"boreal","boreal"
253,1500,65.016667,-127.483333,"boreal","boreal"
253,2000,65.016667,-127.483333,"boreal","boreal"
253,2500,65.016667,-127.483333,"boreal","boreal"
253,3000,65.016667,-127.483333,"boreal","boreal"
253,3500,65.016667,-127.483333,"boreal","boreal"
253,6000,65.016667,-127.483333,"boreal","boreal"
253,6500,65.016667,-127.483333,"boreal","boreal"
253,7000,65.016667,-127.483333,"boreal","boreal"
253,7500,65.016667,-127.483333,"boreal","boreal"
253,8000,65.016667,-127.483333,"boreal","boreal"
253,8500,65.016667,-127.483333,"boreal","boreal"
253,9000,65.016667,-127.483333,"boreal","boreal"
253,9500,65.016667,-127.483333,"boreal","boreal"
253,10000,65.016667,-127.483333,"boreal","boreal"
254,1000,42.25,-77.916667,"other","other"
254,1500,42.25,-77.916667,"other","other"
254,2000,42.25,-77.916667,"other","other"
254,500,42.25,-77.916667,"other","other"
254,9500,42.25,-77.916667,"other","other"
254,2500,42.25,-77.916667,"other","other"
254,3000,42.25,-77.916667,"other","other"
254,3500,42.25,-77.916667,"other","other"
254,4000,42.25,-77.916667,"other","other"
254,4500,42.25,-77.916667,"other","other"
254,5000,42.25,-77.916667,"other","other"
254,5500,42.25,-77.916667,"other","other"
254,7000,42.25,-77.916667,"other","other"
254,8000,42.25,-77.916667,"other","other"
256,2000,43.25,134.566667,"other","other"
256,3000,43.25,134.566667,"other","other"
256,4500,43.25,134.566667,"other","other"
256,500,43.25,134.566667,"other","other"
256,5000,43.25,134.566667,"other","other"
256,6000,43.25,134.566667,"other","other"
256,6500,43.25,134.566667,"other","other"
256,7000,43.25,134.566667,"other","other"
258,3000,54.047222,-76.120278,"boreal","other"
258,3500,54.047222,-76.120278,"boreal","boreal"
258,4000,54.047222,-76.120278,"boreal","other"
258,4500,54.047222,-76.120278,"boreal","boreal"
258,500,54.047222,-76.120278,"boreal","boreal"
258,1000,54.047222,-76.120278,"boreal","other"
258,1500,54.047222,-76.120278,"boreal","boreal"
258,2000,54.047222,-76.120278,"boreal","boreal"
258,2500,54.047222,-76.120278,"boreal","boreal"
258,5000,54.047222,-76.120278,"boreal","boreal"
258,5500,54.047222,-76.120278,"boreal","boreal"
258,6000,54.047222,-76.120278,"boreal","boreal"
258,6500,54.047222,-76.120278,"boreal","other"
258,7000,54.047222,-76.120278,"boreal","boreal"
258,7500,54.047222,-76.120278,"boreal","boreal"
258,8000,54.047222,-76.120278,"boreal","other"
258,8500,54.047222,-76.120278,"boreal","other"
258,9000,54.047222,-76.120278,"boreal","other"
260,1000,42.5,-73.316667,"other","other"
260,1500,42.5,-73.316667,"other","other"
260,2000,42.5,-73.316667,"other","other"
260,500,42.5,-73.316667,"other","other"
260,7000,42.5,-73.316667,"other","other"
260,7500,42.5,-73.316667,"other","other"
260,8000,42.5,-73.316667,"other","other"
260,8500,42.5,-73.316667,"other","other"
260,9000,42.5,-73.316667,"other","other"
260,10000,42.5,-73.316667,"other","other"
260,3000,42.5,-73.316667,"other","other"
260,3500,42.5,-73.316667,"other","other"
260,4000,42.5,-73.316667,"other","other"
260,4500,42.5,-73.316667,"other","other"
260,5000,42.5,-73.316667,"other","other"
260,5500,42.5,-73.316667,"other","other"
260,6000,42.5,-73.316667,"other","other"
260,6500,42.5,-73.316667,"other","other"
260,2500,42.5,-73.316667,"other","other"
261,0,67.666667,135.583333,"boreal","tundra"
261,500,67.666667,135.583333,"boreal","tundra"
261,1000,67.666667,135.583333,"boreal","tundra"
261,1500,67.666667,135.583333,"boreal","tundra"
261,2000,67.666667,135.583333,"boreal","tundra"
261,2500,67.666667,135.583333,"boreal","tundra"
261,3000,67.666667,135.583333,"boreal","tundra"
267,500,71.75,-124.266667,"tundra","tundra"
267,1000,71.75,-124.266667,"tundra","tundra"
267,1500,71.75,-124.266667,"tundra","tundra"
267,2000,71.75,-124.266667,"tundra","tundra"
267,0,71.75,-124.266667,"tundra","tundra"
267,7000,71.75,-124.266667,"tundra","boreal"
267,7500,71.75,-124.266667,"tundra","tundra"
267,8000,71.75,-124.266667,"tundra","tundra"
267,8500,71.75,-124.266667,"tundra","tundra"
267,2500,71.75,-124.266667,"tundra","tundra"
267,3000,71.75,-124.266667,"tundra","tundra"
267,3500,71.75,-124.266667,"tundra","tundra"
267,4000,71.75,-124.266667,"tundra","tundra"
267,4500,71.75,-124.266667,"tundra","tundra"
267,5000,71.75,-124.266667,"tundra","tundra"
267,5500,71.75,-124.266667,"tundra","tundra"
267,6000,71.75,-124.266667,"tundra","tundra"
267,6500,71.75,-124.266667,"tundra","tundra"
267,10000,71.75,-124.266667,"tundra","tundra"
267,9000,71.75,-124.266667,"tundra","boreal"
267,9500,71.75,-124.266667,"tundra","boreal"
268,4000,72.366667,-119.833333,"tundra","tundra"
268,3500,72.366667,-119.833333,"tundra","tundra"
268,6000,72.366667,-119.833333,"tundra","tundra"
268,4500,72.366667,-119.833333,"tundra","tundra"
268,5000,72.366667,-119.833333,"tundra","tundra"
268,5500,72.366667,-119.833333,"tundra","tundra"
268,8000,72.366667,-119.833333,"tundra","tundra"
268,8500,72.366667,-119.833333,"tundra","tundra"
268,9000,72.366667,-119.833333,"tundra","tundra"
268,9500,72.366667,-119.833333,"tundra","tundra"
268,10000,72.366667,-119.833333,"tundra","tundra"
268,3000,72.366667,-119.833333,"tundra","tundra"
268,6500,72.366667,-119.833333,"tundra","tundra"
268,7000,72.366667,-119.833333,"tundra","tundra"
268,7500,72.366667,-119.833333,"tundra","tundra"
268,500,72.366667,-119.833333,"tundra","tundra"
268,1000,72.366667,-119.833333,"tundra","tundra"
268,1500,72.366667,-119.833333,"tundra","tundra"
268,2000,72.366667,-119.833333,"tundra","tundra"
268,2500,72.366667,-119.833333,"tundra","tundra"
269,1000,73.533333,-120.216667,"tundra","tundra"
269,1500,73.533333,-120.216667,"tundra","tundra"
269,2000,73.533333,-120.216667,"tundra","tundra"
269,2500,73.533333,-120.216667,"tundra","tundra"
269,500,73.533333,-120.216667,"tundra","tundra"
269,7500,73.533333,-120.216667,"tundra","tundra"
269,8000,73.533333,-120.216667,"tundra","tundra"
269,8500,73.533333,-120.216667,"tundra","tundra"
269,9000,73.533333,-120.216667,"tundra","tundra"
269,3000,73.533333,-120.216667,"tundra","tundra"
269,3500,73.533333,-120.216667,"tundra","tundra"
269,4000,73.533333,-120.216667,"tundra","tundra"
269,4500,73.533333,-120.216667,"tundra","tundra"
269,5000,73.533333,-120.216667,"tundra","tundra"
269,5500,73.533333,-120.216667,"tundra","tundra"
269,6000,73.533333,-120.216667,"tundra","tundra"
269,6500,73.533333,-120.216667,"tundra","tundra"
269,7000,73.533333,-120.216667,"tundra","tundra"
269,9500,73.533333,-120.216667,"tundra","tundra"
269,10000,73.533333,-120.216667,"tundra","tundra"
272,4500,47.559175,-94.970775,"other","other"
272,0,47.559175,-94.970775,"other","other"
272,500,47.559175,-94.970775,"other","other"
272,6000,47.559175,-94.970775,"other","other"
272,1500,47.559175,-94.970775,"other","other"
272,2500,47.559175,-94.970775,"other","other"
272,3000,47.559175,-94.970775,"other","other"
272,1000,47.559175,-94.970775,"other","other"
272,3500,47.559175,-94.970775,"other","other"
275,0,46.27058,-94.551555,"other","other"
275,500,46.27058,-94.551555,"other","other"
275,1000,46.27058,-94.551555,"other","other"
275,6000,46.27058,-94.551555,"other","other"
275,6500,46.27058,-94.551555,"other","other"
275,7000,46.27058,-94.551555,"other","other"
275,7500,46.27058,-94.551555,"other","other"
275,1500,46.27058,-94.551555,"other","other"
275,2000,46.27058,-94.551555,"other","other"
275,2500,46.27058,-94.551555,"other","other"
275,3000,46.27058,-94.551555,"other","other"
275,3500,46.27058,-94.551555,"other","other"
275,4000,46.27058,-94.551555,"other","other"
275,4500,46.27058,-94.551555,"other","other"
275,5000,46.27058,-94.551555,"other","other"
275,5500,46.27058,-94.551555,"other","other"
275,8000,46.27058,-94.551555,"other","other"
275,8500,46.27058,-94.551555,"other","other"
275,9000,46.27058,-94.551555,"other","other"
275,9500,46.27058,-94.551555,"other","other"
275,10000,46.27058,-94.551555,"other","other"
278,2500,35.620833,-84.186667,"other","other"
278,3000,35.620833,-84.186667,"other","other"
278,1000,35.620833,-84.186667,"other","other"
278,2000,35.620833,-84.186667,"other","other"
278,0,35.620833,-84.186667,"other","other"
278,500,35.620833,-84.186667,"other","other"
278,1500,35.620833,-84.186667,"other","other"
279,0,44.95611,-110.60071,"boreal","other"
279,5000,44.95611,-110.60071,"boreal","other"
279,5500,44.95611,-110.60071,"other","other"
279,6000,44.95611,-110.60071,"other","other"
279,6500,44.95611,-110.60071,"other","other"
279,7000,44.95611,-110.60071,"boreal","other"
279,8000,44.95611,-110.60071,"other","other"
279,8500,44.95611,-110.60071,"other","other"
279,9000,44.95611,-110.60071,"boreal","other"
279,10000,44.95611,-110.60071,"other","other"
279,2500,44.95611,-110.60071,"other","other"
279,3000,44.95611,-110.60071,"other","other"
279,3500,44.95611,-110.60071,"other","other"
279,4000,44.95611,-110.60071,"other","other"
279,4500,44.95611,-110.60071,"other","other"
279,500,44.95611,-110.60071,"boreal","other"
279,1000,44.95611,-110.60071,"boreal","other"
279,1500,44.95611,-110.60071,"boreal","other"
279,2000,44.95611,-110.60071,"other","other"
281,3000,33.563333,-88.474444,"other","other"
281,3500,33.563333,-88.474444,"other","other"
281,4000,33.563333,-88.474444,"other","other"
281,5000,33.563333,-88.474444,"other","other"
281,0,33.563333,-88.474444,"other","other"
281,500,33.563333,-88.474444,"other","other"
281,1000,33.563333,-88.474444,"other","other"
281,1500,33.563333,-88.474444,"other","other"
281,2000,33.563333,-88.474444,"other","other"
281,6500,33.563333,-88.474444,"other","other"
281,7500,33.563333,-88.474444,"other","other"
281,9000,33.563333,-88.474444,"other","other"
281,10000,33.563333,-88.474444,"other","other"
287,3500,43.083333,-89.866667,"other","other"
287,4500,43.083333,-89.866667,"other","other"
287,5000,43.083333,-89.866667,"other","other"
287,5500,43.083333,-89.866667,"other","other"
287,0,43.083333,-89.866667,"other","other"
287,1000,43.083333,-89.866667,"other","other"
287,2000,43.083333,-89.866667,"other","other"
287,2500,43.083333,-89.866667,"other","other"
287,3000,43.083333,-89.866667,"other","other"
287,10000,43.083333,-89.866667,"other","other"
287,9500,43.083333,-89.866667,"other","other"
287,7500,43.083333,-89.866667,"other","other"
287,6000,43.083333,-89.866667,"other","other"
287,6500,43.083333,-89.866667,"other","other"
287,7000,43.083333,-89.866667,"other","other"
287,8000,43.083333,-89.866667,"other","other"
287,8500,43.083333,-89.866667,"other","other"
287,9000,43.083333,-89.866667,"other","other"
298,1000,47.1775,-95.162675,"other","other"
